count2019_01,source_name_01_y,ra_01,dec_01
4472,135159.4+135803,207.997,13.9675
4473,3C293,208.074,31.4461
4474,3C293new,208.074,31.4457
4475,135228+015642,208.117,1.94506
4476,2MASXJ13523203+,208.133,2.75842
4478,NGC-5335,208.236,2.81472
4479,Mrk279,208.264,69.3082
4482,135315-282539,208.312,-28.4275
4485,NGC5347,208.324,33.4908
4488,NGC-5350,208.34,40.364
4489,NGC-5353,208.361,40.283
4490,NGC-5354,208.361,40.3027
4491,NGC-5351,208.365,37.9151
4492,135328+144223,208.368,14.7064
4493,IRAS13513-0217,208.484,-2.53
4494,J1354+2345,208.621,23.7567
4495,NGC-5368,208.622,54.3306
4498,135536+055305,208.9,5.88461
4499,NGC-5371,208.917,40.4618
4502,135559+135141,208.996,13.8613
4503,UGC8850,209.012,18.372
4504,J1356+3005,209.043,30.0975
4505,NGC-5364,209.05,5.01525
4506,135613+554211,209.056,55.7031
4507,NGC-5377,209.069,47.2356
4508,135628+643743,209.12,64.6287
4510,2MASXJ13564736+,209.197,69.62
4512,J1356+6937,209.198,69.62
4513,NGC-5378,209.213,37.7971
4514,NGC-5375,209.233,29.1643
4515,NGC-5380,209.236,37.6104
4516,NGC-5383,209.27,41.8466
4517,135713+115950,209.308,11.9975
4518,13571925-203706,209.33,-20.6186
4520,NGC-5374,209.375,6.09781
4523,NGC-5386,209.593,6.33803
4524,135828+651546,209.617,65.2629
4525,NGC-5394,209.64,37.4535
4527,NGC-5395,209.658,37.4246
4528,CGCG162-038NED0,209.658,28.8658
4529,135848+045426,209.7,4.9075
4530,CGCG046-030,209.741,7.25419
4531,135857+614050,209.742,61.6807
4532,IRASF13562-1948,209.749,-20.0456
4533,J1359+3810,209.961,38.1823
4534,SDSSJ13598+3644,209.966,36.7399
4536,CGCG046-033,210.077,5.045
4537,CGCG1358.3+3845,210.105,38.5208
4538,MRK798,210.13,8.89947
4539,UM625,210.169,-1.92167
4540,NGC-5430,210.191,59.3283
4541,CGCG162-048,210.247,29.5625
4542,J1401+2931,210.267,29.5255
4543,J140141+334936,210.422,33.8268
4544,NGC5414,210.515,9.92947
4545,J140205+260339,210.525,26.0609
4546,J1402+5548,210.549,55.8141
4547,NGC-5417,210.554,8.03697
4548,SDSSJ14023+5420,210.587,54.3344
4549,J1402+0918,210.62,9.31567
4550,NGC5433,210.65,32.5106
4551,140250+491022,210.708,49.1727
4552,NGC-5448,210.709,49.1726
4553,NGC-5440,210.754,34.758
4554,ugc8961,210.767,28.033
4555,CGCG074-064,210.769,8.9475
4556,J1403+0856,210.769,8.9475
4558,140316+383149,210.82,38.5305
4559,140321-223326,210.84,-22.5572
4560,NGC-5434,210.846,9.44814
4562,140326-060151,210.859,-6.03086
4563,ngc5427,210.859,-6.03025
4564,NGC-5445,210.881,35.0253
4565,140335.9-020754,210.899,-2.13178
4566,140416.2+115955,211.067,11.9987
4567,J1404+1618,211.114,16.3037
4568,140429+335712,211.122,33.9534
4569,NGC-5473,211.18,54.8926
4570,140449+112344,211.206,11.3954
4572,UGC9002,211.224,12.7217
4573,NGC5475,211.302,55.742
4574,140620-163659,211.586,-16.6164
4575,PG1404+226,211.591,22.3961
4576,CGCG336-041,211.695,71.8892
4577,J1406+1502,211.696,15.0415
4578,J1407+1452,211.753,14.8812
4579,NGC-5485,211.797,55.0017
4580,CGCG1404.9+1524,211.82,15.1666
4581,IC4374,211.874,-27.0178
4583,J1407+2952,211.981,29.8727
4584,MRK1370,212.017,7.32781
4585,140811+054842,212.047,5.81153
4587,ESO446-G018,212.159,-29.5721
4588,140838-293419,212.16,-29.572
4590,2MASXJ14085563+,212.232,54.7181
4591,CGCG247-005,212.281,46.7861
4592,UGC9056,212.341,49.0375
4593,14092455-051711,212.352,-5.28644
4594,140930-081706,212.377,-8.28503
4595,SDSSJ14096+3729,212.424,37.4847
4596,NGC5490,212.489,17.5455
4597,141012+014906,212.551,1.81833
4598,UGC9057,212.554,-2.57583
4599,CGCG074-129,212.672,13.5581
4601,J141055+394619,212.731,39.7721
4602,UGC9077,212.731,39.7722
4603,141103+253110,212.76,25.5194
4604,UGC-9078,212.824,17.5064
4605,141119+113105,212.831,11.5181
4612,NGC5495,213.097,-27.1081
4621,141223-270629,213.097,-27.1081
4622,NGC5494,213.101,-30.6442
4623,NGC-5505,213.133,13.3045
4624,NGC5515,213.159,39.3103
4625,141255+391845,213.23,39.3126
4628,NGC-5513,213.286,20.4163
4642,NGC5506,213.312,-3.20753
4644,NGC5506test,213.313,-3.20722
4645,141321-272314,213.341,-27.3872
4647,UGC-9110,213.556,15.6224
4649,J141414+352525,213.562,35.4236
4650,MRK670,213.563,26.7475
4653,141442+030633,213.678,3.10942
4654,SDSSJ14147-0000,213.697,-0.00363889
4655,NGC-5522,213.71,15.1467
4656,UGC-9117,213.717,14.1259
4657,141501-005136,213.757,-0.860139
4658,141507+544805,213.782,54.8016
4659,J1415+1437,213.872,14.623
4660,NGC-5529,213.892,36.2266
4661,NGC-5533,214.032,35.3438
4662,141637+401258,214.158,40.2163
4664,141704+003028,214.268,0.508028
4665,141718+464153,214.326,46.6982
4668,141744+104354,214.434,10.7317
4669,MRK1510,214.494,26.4126
4670,NGC5548,214.498,25.1367
4671,141814+072016,214.56,7.33775
4672,J1418+2809,214.681,28.1659
4674,NGC5559,214.803,24.7987
4677,141929+544429,214.872,54.7417
4678,141936+544248,214.902,54.7136
4679,SDSSJ14209+0352,215.235,3.87153
4682,142118-184120,215.327,-18.6889
4683,J142130+211714,215.376,21.2874
4684,142131+380706,215.383,38.1184
4686,142214+540038,215.562,54.0108
4687,142244+380042,215.687,38.0118
4688,142246+375942,215.694,37.9952
4689,UGC9214,215.731,32.8508
4690,J1423+2835,215.781,28.5951
4691,142342+282046,215.926,28.3461
4692,142346+340101,215.943,34.017
4693,NGC-5600,215.956,14.6387
4694,142354+344324,215.977,34.7236
4695,142355-284117,215.979,-28.6881
4697,NGC-5614,216.032,34.8589
4698,142410-004044,216.046,-0.678917
4699,142441+263731,216.169,26.6254
4700,142453+275301,216.221,27.8836
4701,142506+020103,216.278,2.01775
4702,J142513+134439,216.305,13.7459
4703,UGC9241,216.336,32.4825
4704,MCG-02-37-004,216.551,-11.9047
4705,NGC-5622,216.552,48.5633
4706,SDSSJ14262+0051,216.554,0.8605
4707,SDSSJ142628.86+,216.62,43.4708
4709,142632+024505,216.634,2.75167
4710,NGC-5631,216.639,56.5827
4711,NGC5624,216.647,51.5853
4712,SDSSJ14270+3554,216.769,35.9026
4713,SDSSJ142710.61+,216.794,29.0602
4714,NGC-5633,216.87,46.1469
4715,142729+044647,216.873,4.77975
4716,UGC9295,216.882,69.936
4717,142752+074554,216.967,7.76489
4718,142758+263016,216.992,26.5045
4719,142802+275656,217.008,27.9488
4721,NGC-5629,217.068,25.8488
4722,SBS1426+573,217.075,57.1716
4723,NGC5635,217.132,27.4089
4724,MRK682,217.194,27.2505
4725,NGC-5641,217.319,28.8219
4726,142947+353427,217.449,35.5743
4728,J1429+1939,217.457,19.6507
4730,NGC-5653,217.543,31.215
4731,UGC-9317,217.546,27.5316
4732,SBS1428+529,217.63,52.7072
4733,NGC5648,217.636,14.0231
4734,NGC5645,217.664,7.275
4735,NGC-5657,217.682,29.1807
4736,J143043+291049,217.682,29.1804
4737,UGC09327,217.692,0.247667
4738,143050-280729,217.712,-28.1247
4739,MRK684,217.77,28.2872
4740,143107+230212,217.782,23.0366
4741,MRK685,217.787,27.2367
4742,CG0457,217.833,34.6344
4745,CGCG1429.3+3327,217.855,33.2306
4746,CGCG163-072,217.857,30.787
4747,NGC-5678,218.023,57.9215
4748,CGCG1429.9+1009,218.087,9.93358
4749,143227+495416,218.114,49.9046
4751,2MASXJ14323249+,218.135,34.107
4752,NGC5675,218.165,36.3024
4754,143239+361808,218.166,36.3022
4755,NGC5643,218.17,-44.1747
4756,NGC-5676,218.196,49.4575
4758,2MASXJ14325541+,218.231,29.5747
4759,SDSSJ14331+5258,218.294,52.9751
4760,143338.3+034146,218.409,3.69614
4761,NGC5664,218.432,-14.6197
4762,NGC5674,218.468,5.45831
4764,J1434+1242,218.548,12.7142
4765,143416+371202,218.569,37.2007
4767,FBQSJ143444.9+2,218.687,23.2953
4768,Zw047.107,218.711,3.64517
4769,NGC-5687,218.718,54.4757
4770,MARK474,218.718,48.6619
4771,J1435+1007,218.848,10.1179
4773,NGC-5689,218.874,48.7431
4774,143544+350434,218.934,35.0761
4775,143546+244333,218.94,24.7258
4776,SDSSJ14358+3413,218.968,34.2293
4777,MRK817,219.092,58.7942
4778,143630.4+574901,219.127,57.8169
4779,143635+115618,219.147,11.9384
4780,J143641+345823,219.172,34.9731
4781,143642+395636,219.178,39.9436
4783,NGC-5698,219.311,38.4543
4784,143722+363404,219.342,36.5679
4785,NGC5695,219.343,36.5676
4787,J1437+2545,219.366,25.7656
4788,NGC5691,219.472,-0.398889
4790,143812+243130,219.549,24.5251
4791,NGC5692,219.575,3.41028
4792,143822+232544,219.593,23.4288
4794,J143842-000027,219.679,-0.00777778
4795,NGC-5701,219.796,5.36364
4796,J143916+194128,219.817,19.6912
4797,J143922+195927,219.844,19.9909
4798,J1439+6200,219.888,62.0029
4799,SBS1438+594,219.896,59.2738
4800,143937+030848,219.908,3.14669
4801,NGC-5713,220.048,-0.289167
4802,144012+024743,220.053,2.79542
4803,144022+092834,220.095,9.47614
4805,Mrk477,220.159,53.5044
4806,144054+260128,220.225,26.0243
4807,UGC-9476,220.385,44.5136
4808,UGC-9473,220.387,38.8514
4810,Mrk478,220.531,35.4398
4812,J144217+085947,220.571,8.99658
4815,NGC5728,220.599,-17.2531
4837,144233+284335,220.639,28.7263
4838,NGC-5735,220.64,28.7256
4839,J1442+3057,220.647,30.9584
4841,144238+241744,220.658,24.2954
4842,SDSSJ14427+0119,220.677,1.31978
4844,J144307+010600,220.782,1.10006
4845,144308.2+611914,220.784,61.3207
4846,SDSSJ14435+4923,220.88,49.393
4847,144346+233230,220.942,23.5416
4848,J144407+180045,221.03,18.0126
4850,144434+085613,221.143,8.93706
4851,144444.2+222617,221.184,22.4381
4852,144452+002156,221.217,0.365806
4853,NGC-5746,221.233,1.95469
4854,144457-234740,221.238,-23.7944
4856,1445157+3718016,221.315,37.3004
4857,NGC5754,221.332,38.7311
4859,2MASXJ14453447+,221.394,28.8628
4860,2MASXiJ1445368+,221.403,27.0347
4861,IC-1056,221.454,50.3941
4862,144611-001322,221.546,-0.222917
4863,MRK0822,221.562,16.0959
4864,144630+621201,221.628,62.2004
4865,J144714+161702,221.808,16.2841
4866,144728+010133,221.869,1.02586
4867,144734.6+200756,221.894,20.1323
4869,2MASXJ14481981+,222.082,9.11689
4870,144837+514331,222.154,51.7253
4872,3C305,222.34,63.2705
4874,145024.1+043655,222.6,4.61536
4875,145024+043655,222.601,4.61539
4876,Mrk1388,222.657,22.7342
4877,MRK828,222.682,42.7675
4878,NGC5765a,222.711,5.11942
4887,NGC5765b,222.715,5.11447
4901,NGC5765b-off1,222.715,5.11442
4903,PG1448+273,222.787,27.1575
4904,UGC9562,222.81,35.5422
4905,145117+585841,222.825,58.9783
4906,145127+373011,222.864,37.5033
4907,J145129+092005,222.872,9.33494
4908,NGC-5772,222.912,40.5992
4909,145211-001522,223.046,-0.256111
4910,145307+033217,223.28,3.53817
4911,J1453+0812,223.343,8.20589
4912,145325+042516,223.355,4.42117
4914,NGC5783,223.368,52.0761
4915,J1453+2400,223.387,24.0095
4916,UGC9588,223.55,30.2089
4918,J145455+173647,223.733,17.6131
4919,MRK479,223.748,18.0372
4920,145524+372521,223.853,37.4225
4921,145608-225653,224.036,-22.948
4922,NGC-5797,224.1,49.6961
4923,J1456+2436,224.13,24.6097
4924,UGC09618NED02,224.253,24.6175
4931,UGC9618b,224.253,24.6175
4933,145709+483802,224.289,48.6339
4934,145711.8+630040,224.299,63.011
4935,NGC5798,224.408,29.9686
4936,1455+28,224.474,28.5386
4937,NGC-5792,224.595,-1.09111
4939,145835+445301,224.65,44.8836
4941,UGC9639,224.65,44.8836
4949,NGC-5820,224.666,53.8861
4950,SDSSJ14590+6113,224.756,61.2314
4955,NGC5793,224.853,-16.6934
4957,calNGC5793,224.853,-16.6933
4959,CGCG076-121,224.91,13.215
4960,1457+29,224.925,29.0592
4961,145944+475642,224.935,47.945
4962,150000+015328,225.002,1.89133
4963,NGC5806,225.002,1.89111
4964,SDSSJ15001+0338,225.05,3.63886
4965,150024+033007,225.102,3.502
4966,150035+535808,225.146,53.969
4967,150046+495937,225.192,49.9936
4969,SDSSJ15014+0204,225.36,2.06972
4970,MRK837,225.401,16.7297
4972,MARK1494,225.412,10.4204
4973,1501395-0722408,225.415,-7.37803
4974,150244-221929,225.687,-22.3247
4975,150253+524255,225.721,52.7154
4976,SDSSJ15031+1110,225.799,11.1742
4977,J150350+420655,225.96,42.1154
4978,Mrk841,226.005,10.4378
4979,J150440+123800,226.169,12.6334
4980,150447+081016,226.197,8.17131
4983,J1505+0809,226.325,8.15356
4985,J1505+0611,226.351,6.19236
4986,NGC-5838,226.359,2.09944
4988,IRASF15033+2617,226.366,26.0915
4989,150543+442417,226.432,44.4049
4990,MRK1392,226.486,3.70717
4991,150637+092618,226.653,9.43878
4992,NGC5851,226.722,12.8586
4993,J1506+1250,226.735,12.8468
4994,NGC-5850,226.782,1.54414
4995,NGC-5859,226.895,19.5822
4996,MARK845,226.938,51.4531
4997,150809+011457,227.041,1.24939
4998,150813-110827,227.056,-11.1408
5000,J150831+191103,227.13,19.1843
5001,150839+041557,227.165,4.26586
5002,150841+235455,227.171,23.9153
5003,2MASXJ15084264+,227.177,28.1711
5004,IRAS15065-1107,227.205,-11.2078
5005,150851+024802,227.213,2.80072
5006,150856+522646,227.236,52.4461
5007,CGCG077-021,227.287,9.03928
5008,150913+523142,227.305,52.5285
5009,NGC-5875,227.305,52.5284
5010,NGC5861,227.317,-11.3217
5015,151029-021007,227.623,-2.16861
5016,151104+041737,227.771,4.29383
5017,151108+041214,227.784,4.20397
5018,UGC09756NED01,227.851,6.34414
5020,151135+023806,227.898,2.63528
5022,IRAS15091-2107,227.999,-21.3172
5023,J1512+2117,228.009,21.2982
5024,151229-215241,228.123,-21.8781
5026,3C315,228.417,26.1253
5027,SDSSJ15137+0421,228.43,4.36222
5028,151422+501946,228.593,50.3297
5029,CGCG165-035,228.666,26.5942
5030,J1514+2635,228.666,26.5942
5031,NGC5899,228.764,42.05
5033,151505+421234,228.771,42.2094
5034,151505+430902,228.773,43.1506
5035,2MASXJ15153066+,228.878,2.75114
5036,2MASXiJ1515483+,228.951,20.0225
5037,SDSSJ15161+0348,229.031,3.80128
5039,J1516+0806,229.09,8.10136
5040,RXSJ15165+2058,229.144,20.9771
5042,CGCG021-063,229.168,0.250611
5043,NGC-5908,229.18,55.4093
5044,3C317,229.185,7.02139
5045,1516491+6513268,229.205,65.2241
5046,J151657+085322,229.239,8.88947
5048,SDSSJ151732.83+,229.387,0.468056
5049,CGCG049-106,229.465,5.10772
5050,J151800+133135,229.5,13.5265
5051,VV705NED01,229.525,42.7458
5052,151809.2+044310,229.538,4.71947
5053,1518582+2048556,229.742,20.8154
5054,151913+032549,229.805,3.43036
5055,J1519+0800,229.809,8.00417
5057,MCG+11-19-005,229.841,65.5777
5058,CGCG319-007,229.89,65.5997
5059,151945+005245,229.939,0.879278
5060,IRAS15179+3956,229.946,39.7606
5061,152019+525356,230.082,52.8991
5062,152041+490623,230.172,49.1065
5063,SBS1519+496,230.209,49.5142
5064,152053+082349,230.222,8.39678
5065,J1520-0234,230.231,-2.57794
5066,CGCG249-018,230.236,45.72
5067,UGC9826,230.388,39.2007
5069,NGC-5921,230.485,5.07056
5070,MS15198-0633,230.62,-6.74478
5071,152254+460431,230.729,46.0753
5072,J152255+145956,230.732,14.9991
5075,J152324+124256,230.853,12.7151
5077,J1523+2332,230.97,23.5476
5079,152412+083241,231.052,8.54475
5080,CGCG077-117,231.052,8.54475
5081,SDSSJ15242+045,231.07,4.85539
5082,2MASXJ15244257+,231.177,29.4506
5084,152516-014907,231.318,-1.81878
5085,UGC-9841,231.392,18.2772
5086,152549+250445,231.453,25.079
5087,152552+542218,231.469,54.3717
5088,152606+414014,231.526,41.6707
5089,NGC5929,231.527,41.6704
5090,152622.2+092347,231.593,9.39642
5091,2MASXJ15264508+,231.688,3.62203
5093,152808+035729,232.036,3.95817
5094,J1528+4255,232.053,42.9299
5095,152834-010730,232.143,-1.12506
5096,152858+224439,232.242,22.7442
5097,J1529-0109,232.309,-1.15911
5099,Mrk1098,232.419,30.4858
5100,J1529+4255,232.437,42.9186
5101,NGC-5936,232.503,12.9894
5102,153017+321300,232.572,32.2167
5103,153047+435636,232.697,43.9434
5104,NGC5940,232.825,7.45778
5105,2MASXJ15314126+,232.922,20.325
5106,3C321,232.931,24.0719
5107,153157+092634,232.986,9.44275
5108,SDSSJ15323+233,233.093,23.557
5109,MRK289,233.132,57.8831
5110,153308.0+443208,233.283,44.5357
5112,1533503-2419220,233.46,-24.3228
5113,153350-241922,233.46,-24.3228
5114,NGC-5965,233.51,56.6856
5116,NGC5953,233.634,15.1939
5117,NGC5954,233.646,15.2
5118,NGC5958,233.705,28.6553
5119,F15327+2340,233.738,23.503
5120,IC4553,233.738,23.5031
5123,NGC-5957,233.847,12.0472
5126,2MASXJ15354308+,233.929,44.8131
5128,UGC9944,233.949,73.4505
5129,Mrk290,233.968,57.9025
5130,1533+14,233.969,14.5179
5134,153620+092039,234.082,9.34414
5135,NGC-5962,234.132,16.6078
5137,Mrk486,234.16,54.5591
5138,153642+090131,234.176,9.02525
5140,153747+030209,234.45,3.03606
5141,NGC-5970,234.625,12.1866
5143,CGCG022-021,234.686,-3.38003
5144,NGC5972,234.726,17.0262
5145,J1538+1701,234.726,17.0262
5146,ARK481,234.772,5.57125
5148,2MASXJ15391460+,234.811,56.6708
5149,153917+242718,234.819,24.4551
5152,J1539+0452,234.832,4.86872
5153,153926+245637,234.859,24.9435
5154,153928+465859,234.869,46.9832
5155,NGC-5985,234.905,59.332
5156,NGC-5987,234.989,58.0796
5157,J1539+2128,234.991,21.4706
5158,UGC09962,235.014,13.9775
5159,IC-1132,235.028,20.6806
5162,154051+282028,235.215,28.3411
5163,CGCG136-054,235.317,22.0194
5164,2MASXJ15412180-,235.341,-1.03389
5165,154121+453202,235.342,45.5339
5166,154138+250641,235.407,25.1114
5167,J154147+063652,235.447,6.61456
5168,154221-224014,235.591,-22.6706
5169,SDSSJ15425+5242,235.633,52.7114
5171,SDSSJ15426+2252,235.674,22.8815
5173,154304+511249,235.767,51.2136
5175,J1543+0119,235.794,1.32886
5176,UGC9994,235.947,33.3058
5177,154357+283126,235.989,28.524
5178,CGCG166-047,235.989,28.5241
5179,154358+445818,235.994,44.9717
5181,NGC5992,236.09,41.0864
5182,154423+260334,236.094,26.0596
5183,RXSJ15451+1709,236.281,17.1642
5185,J1545+2706,236.496,27.1082
5187,1546199-0440291,236.583,-4.67475
5188,2MASXJ15462404+,236.6,43.2878
5189,1546242+6929102,236.601,69.4862
5192,154639+032937,236.665,3.49358
5193,154642+432220,236.678,43.3725
5194,NGC5996,236.745,17.8842
5195,154721.0+104704,236.837,10.7846
5196,SP55,236.934,41.4022
5197,1547468+1150146,236.945,11.8374
5198,154750-113425,236.96,-11.5736
5199,154758+090932,236.994,9.15919
5200,SDSSJ15482+4500,237.062,45.0077
5202,NGC5995,237.104,-13.7578
5203,154832+083516,237.136,8.58794
5204,154835+424146,237.147,42.6963
5205,IRAS15462-0450,237.237,-4.99275
5206,CGCG166-059,237.24,28.7399
5207,J1549+1223,237.446,12.3993
5209,CGCG1548.4+4227,237.52,42.3086
5210,155007+300305,237.531,30.0514
5211,NGC-6004,237.595,18.9391
5212,155036+512352,237.652,51.398
5213,J1550+1530,237.662,15.5146
5214,1548-0344,237.673,-3.88828
5215,155108+525725,237.786,52.9571
5217,155228.8+100642,238.12,10.1117
5218,155243-165341,238.183,-16.8947
5219,NGC-6013,238.22,40.6467
5220,NGC-6008,238.233,21.1005
5221,155329+525132,238.372,52.8589
5222,2MASXJ15534030+,238.418,43.7347
5224,155404+545708,238.518,54.9523
5225,155410+190622,238.541,19.1063
5226,CG1329,238.573,32.6438
5228,MRK1496,238.672,16.6173
5229,155457+394109,238.738,39.6861
5230,MRK291,238.783,19.1925
5231,NGC-6068,238.858,78.9968
5237,MARK863,239.108,9.05519
5238,MRK1101,239.152,41.8808
5239,KAZ49,239.264,63.8411
5240,MRK1102,239.294,41.5436
5241,155730-050928,239.375,-5.15767
5242,SDSSJ15575+0830,239.388,8.51197
5245,MRK492,239.682,26.8181
5246,155847+415617,239.698,41.9381
5247,SDSSJ15589+0248,239.732,2.80947
5248,155859+483147,239.747,48.5298
5250,MRK493,239.79,35.0297
5251,2MASXiJ1559189+,239.83,65.2327
5252,SDSSJ15594+5212,239.859,52.2099
5254,160000+273721,240.003,27.6226
5256,160010+273618,240.044,27.6051
5257,CGCG250-034,240.046,46.7842
5258,CGCG108-038,240.074,15.7566
5260,J1600+1545,240.074,15.7566
5261,UGC-10127,240.1,20.8491
5264,NGC-6028,240.371,19.3599
5265,160151+161411,240.464,16.2364
5267,SDSSJ16018+0248,240.465,2.80281
5268,SDSSJ16020+5233,240.523,52.5548
5270,160226+064651,240.609,6.781
5271,3C327,240.614,1.96556
5274,160237+411736,240.658,41.2934
5275,UGC10155,240.756,39.6456
5276,1603467-2244090,240.945,-22.7358
5277,160417-070826,241.072,-7.14064
5279,160436+233948,241.153,23.6631
5280,160442+163040,241.175,16.5114
5281,J1604+2157,241.193,21.9572
5283,SDSSJ16050+4526,241.272,45.443
5284,NGC-6052,241.304,20.5422
5285,1605145+1748031,241.31,17.8008
5286,1605206+1444208,241.336,14.7391
5287,160523+174526,241.347,17.7572
5288,IC-1174,241.362,15.0253
5289,1605272+1749518,241.363,17.831
5293,1605323+1956053,241.385,19.9348
5295,160534+323940,241.394,32.6614
5296,IC1182,241.403,17.8021
5297,Mrk298,241.403,17.8022
5298,160543+271217,241.432,27.2049
5299,NGC-6060,241.467,21.4849
5300,SDSSJ16059+4403,241.492,44.0554
5301,IC1191,241.62,18.2679
5303,160639+174700,241.661,17.7834
5304,160640+300556,241.667,30.0991
5305,160643+153535,241.677,15.5931
5306,SDSSJ16069+3719,241.733,37.3216
5307,160703+010629,241.766,1.10819
5308,J1607+0106,241.767,1.10803
5309,J160707+220338,241.779,22.0606
5310,cgcg079-049,241.842,10.3659
5312,160745+292012,241.941,29.3367
5313,IC-1196,241.993,10.7796
5314,160824+482055,242.101,48.3487
5315,MARK871,242.152,12.331
5318,UGC10244,242.481,43.1292
5319,161037+293048,242.654,29.5132
5320,SBS1609+490,242.716,48.9108
5321,161052+223732,242.718,22.6256
5322,SBS1610+589,242.853,58.8503
5323,UGC10279NED01,242.936,60.5839
5324,SDSSJ16119+5211,242.985,52.188
5325,GIN549,243.07,29.5731
5326,161237+392508,243.155,39.419
5327,161246+275914,243.196,27.9873
5328,1612512-0521173,243.213,-5.35481
5329,SDSSJ161328.05+,243.367,50.3772
5330,2MASXJ16133344+,243.389,48.1841
5331,2MASXJ16134780+,243.449,29.1531
5332,161347.8+290911,243.449,29.1532
5333,161350+350849,243.461,35.1469
5334,J1614+1416,243.514,14.2822
5335,2MASXJ16140997+,243.542,48.9379
5336,2MFGC13049,243.552,50.9992
5337,161459.5+502028,243.748,50.3412
5338,161534+274120,243.894,27.6888
5339,161605-224700,244.023,-22.7833
5340,KUG1614+425NED0,244.046,42.3997
5341,161624+515659,244.103,51.9497
5342,NGC6104,244.128,35.7082
5343,161638+333603,244.162,33.6008
5345,IRAS16160+4612,244.378,46.0917
5346,SBS1616+503,244.396,50.2446
5347,B2_1615+32,244.427,32.3762
5348,2E1615+0611,244.44,6.06489
5349,161752+060418,244.469,6.07169
5350,J1617+2256,244.487,22.9456
5352,161807+210359,244.531,21.0663
5353,RXSJ16181+3619,244.539,36.3327
5354,CGCG1616.4+2205,244.66,21.9731
5355,Zw137.078,244.687,25.6522
5356,161928+361739,244.867,36.2943
5357,KUG1618+410,244.964,40.9798
5358,KUG1618+402,245.053,40.1517
5359,162034+211209,245.143,21.2025
5360,IRAS16184+0651,245.238,6.74614
5361,162123+322056,245.346,32.349
5362,KUG1619+353B,245.409,35.2714
5363,NGC-6143,245.426,55.0861
5364,SBS1620+545,245.438,54.4565
5365,2MASXJ16223270+,245.636,39.9473
5366,NGC-6132,245.912,11.7863
5367,J1623+5058,245.913,50.9696
5368,MRK0699,245.941,41.0824
5369,SDSSJ16240-0054,246.015,-0.902861
5370,EXO1622.0+2611,246.039,26.0753
5375,162630+354018,246.626,35.6718
5376,KUG1624+351,246.652,35.0451
5377,162656+352800,246.737,35.4666
5379,162751+360920,246.964,36.1556
5380,162821+405424,247.09,40.9068
5381,3C338,247.16,39.5517
5382,1628574+5155454,247.239,51.9293
5383,162901+191730,247.255,19.2917
5384,MARK885,247.451,67.3783
5385,Mrk883,247.47,24.4439
5386,VV807,247.47,24.444
5387,SDSSJ16301-0011,247.531,-0.193444
5388,163020+223439,247.586,22.5776
5389,IRAS16288+3929,247.636,39.3841
5390,163032+392303,247.636,39.3842
5391,CGCG168-018,247.67,30.4888
5392,163040+302920,247.671,30.4888
5394,163057+164957,247.736,16.8326
5395,CGCG138-031,247.777,23.8331
5396,163137+412937,247.908,41.4936
5397,SDSSJ16319+2437,247.998,24.6279
5398,NGC-6181,248.087,19.8266
5399,NGC6251,248.133,82.5379
5400,1632+825,248.136,82.5379
5401,NGC6217,248.163,78.198
5402,163244-295702,248.185,-29.9506
5404,IRAS16319+4725,248.348,47.3167
5405,J163346+495008,248.443,49.8356
5407,163400+361126,248.503,36.1907
5408,163442+422206,248.676,42.3685
5409,SDSSJ16348+2312,248.724,23.2118
5410,1635248-0532327,248.853,-5.5425
5411,163538+385821,248.909,38.9728
5412,J163606+443609,249.028,44.6027
5415,163654+362524,249.226,36.4234
5416,J163713+002049,249.306,0.347028
5417,SDSSJ16372+4425,249.318,44.4182
5418,163729+405247,249.372,40.88
5421,UGC-10502,249.407,72.3746
5422,J1638+2627,249.512,26.4528
5423,163813+400848,249.557,40.1468
5424,IGRJ16385-2057,249.629,-20.9236
5425,2MASXJ16392368+,249.849,43.6454
5426,163930+211900,249.878,21.3169
5427,163934+355604,249.896,35.9346
5428,IRAS16388+4634,250.087,46.4786
5429,SDSSJ16407+4316,250.19,43.2824
5430,2MASXJ16405227-,250.218,-6.31472
5431,164106+460014,250.277,46.0041
5432,J164108+402517,250.286,40.4215
5433,NGC6211,250.365,57.7836
5434,164128+381608,250.368,38.269
5435,164208+364102,250.534,36.6841
5436,UGC10514,250.599,25.0864
5437,IRAS16399-0937,250.667,-9.72056
5439,164309+455044,250.789,45.8458
5440,NGC-6232,250.834,70.6326
5441,164323+394823,250.846,39.8064
5442,1644950-1302070,251.206,-13.0353
5443,UGC-10528,251.206,22.5213
5444,SDSSJ16453+4245,251.336,42.7578
5445,J164536+214924,251.404,21.8235
5446,164546+375946,251.443,37.9962
5447,1646001+0711222,251.5,7.18953
5448,J164628+435454,251.621,43.9153
5449,164634+430107,251.645,43.0187
5450,FGC2071,251.652,69.3451
5451,2MASXJ16464090+,251.67,29.8352
5452,164643+391025,251.681,39.1739
5453,164710+261036,251.792,26.1766
5455,RXSJ16475+4950,251.895,49.8334
5456,MRK500,252.148,48.7172
5457,UGC10567,252.29,36.2239
5460,J164934+131540,252.394,13.2611
5462,165002+281022,252.51,28.1728
5463,2MASXJ16501213+,252.551,38.8577
5464,1650309-0410095,252.629,-4.16928
5465,1SAXJ16506+043,252.678,4.60497
5466,1651057-0127478,252.774,-1.46325
5468,165211+224523,253.048,22.7564
