count2019_01,sourcename,ra,dec,Velo,Tsys,Int,Rms1,Vlo1,Vhi1
4933,145709+483802,224.289,48.6339,10606,36.3,10,3.3,9167,12058
4934,145711.8+630040,224.299,63.011,12798,37.1,10,3.7,11339,14270
4935,NGC5798,224.408,29.9686,1788,32.3,10,2.8,430,3158
4936,1455+28,224.474,28.5386,42310,30.0,28,1.5,40563,44074
4937,NGC-5792,224.595,-1.09111,1924,106.9,5,16.2,1787,4541
4939,145835+445301,224.65,44.8836,10860,35.2,10,3.1,9419,12314
4949,NGC-5820,224.666,53.8861,3335,71.5,10,6.7,1963,4719
4950,SDSSJ14590+6113,224.756,61.2314,11700,46.4,10,4.5,10342,13071
4957,calNGC5793,224.853,-16.6933,3491,55.3,2,14.5,2118,4877
4959,CGCG076-121,224.91,13.215,12814,43.6,10,4.9,11355,14286
4960,1457+29,224.925,29.0592,43770,29.9,28,1.8,42009,45549
4961,145944+475642,224.935,47.945,9353,36.5,10,3.5,7926,10793
4962,150000+015328,225.002,1.89133,1199,45.0,10,4.0,-153,2564
4963,NGC5806,225.002,1.89111,1359,47.6,15,4.3,5,2725
4964,SDSSJ15001+0338,225.05,3.63886,13200,42.5,10,4.4,11829,14584
4965,150024+033007,225.102,3.502,13190,43.2,10,3.8,11727,14666
4966,150035+535808,225.146,53.969,10098,34.3,10,2.9,8664,11545
4967,150046+495937,225.192,49.9936,4063,34.5,10,3.4,2684,5454
4969,SDSSJ15014+0204,225.36,2.06972,12721,43.6,10,4.2,11354,14100
4970,MRK837,225.401,16.7297,9589,24.9,10,2.3,8160,11031
4972,MARK1494,225.412,10.4204,9200,48.8,10,4.6,7863,10548
4973,1501395-0722408,225.415,-7.37803,7012,38.3,10,3.7,5606,8430
4974,150244-221929,225.687,-22.3247,11365,39.4,10,3.7,9919,12824
4975,150253+524255,225.721,52.7154,10796,32.8,10,2.9,9356,12249
4976,SDSSJ15031+1110,225.799,11.1742,12800,45.2,8,5.1,11432,14180
4977,J150350+420655,225.96,42.1154,5058,51.2,5,7.4,3671,6458
4978,Mrk841,226.005,10.4378,10919,44.7,10,4.1,9478,12374
4979,J150440+123800,226.169,12.6334,8663,53.6,10,5.4,7242,10096
4980,150447+081016,226.197,8.17131,9410,43.0,10,3.9,7983,10850
4985,J1505+0611,226.351,6.19236,9181,36.6,10,3.8,7845,10529
4986,NGC-5838,226.359,2.09944,1363,91.9,5,12.9,1227,3970
4988,IRASF15033+2617,226.366,26.0915,16579,26.0,24,1.4,16220,19245
4989,150543+442417,226.432,44.4049,8496,29.1,10,2.6,7077,9928
4990,MRK1392,226.486,3.70717,10833,44.5,10,3.9,9392,12287
4991,150637+092618,226.653,9.43878,8342,44.6,10,3.9,6924,9772
4992,NGC5851,226.722,12.8586,6500,33.4,30,1.9,5099,7913
4993,J1506+1250,226.735,12.8468,6682,53.3,10,5.2,5280,8097
4994,NGC-5850,226.782,1.54414,2556,86.6,5,12.6,2419,5184
4995,NGC-5859,226.895,19.5822,4762,57.4,5,7.6,4623,7429
4996,MARK845,226.938,51.4531,12600,46.2,7,5.9,11234,13978
4997,150809+011457,227.041,1.24939,10601,42.7,10,3.8,9162,12053
4998,150813-110827,227.056,-11.1408,5024,44.1,10,4.2,3637,6424
5000,J150831+191103,227.13,19.1843,6112,53.0,9,6.0,4715,7522
5001,150839+041557,227.165,4.26586,10934,31.7,10,2.8,9492,12389
5002,150841+235455,227.171,23.9153,10904,38.5,10,3.4,9463,12358
5003,2MASXJ15084264+,227.177,28.1711,7937,29.8,10,2.8,6523,9364
5004,IRAS15065-1107,227.205,-11.2078,2105,51.3,14,4.7,744,3478
5005,150851+024802,227.213,2.80072,13490,43.8,10,3.8,12025,14969
5006,150856+522646,227.236,52.4461,11368,32.3,10,2.8,9922,12827
5007,CGCG077-021,227.287,9.03928,13275,40.0,36,1.9,11826,14767
5008,150913+523142,227.305,52.5285,3505,34.5,10,3.4,2131,4891
5009,NGC-5875,227.305,52.5284,3527,65.6,10,6.2,2153,4913
5010,NGC5861,227.317,-11.3217,1851,46.1,10,4.8,492,3222
5015,151029-021007,227.623,-2.16861,11139,42.8,10,3.9,9695,12596
5016,151104+041737,227.771,4.29383,12591,43.6,15,3.1,11134,14061
5017,151108+041214,227.784,4.20397,10649,43.0,10,4.4,9210,12101
5018,UGC09756NED01,227.851,6.34414,11938,48.2,40,2.5,10501,13417
5020,151135+023806,227.898,2.63528,11651,41.0,10,3.6,10203,13112
5022,IRAS15091-2107,227.999,-21.3172,13373,38.9,20,2.7,11909,14851
5023,J1512+2117,228.009,21.2982,4707,43.1,10,4.5,3323,6104
5024,151229-215241,228.123,-21.8781,4317,52.4,10,5.1,2936,5710
5026,3C315,228.417,26.1253,32468,30.6,28,1.6,30820,34132
5027,SDSSJ15137+0421,228.43,4.36222,11269,43.3,10,4.2,9915,12636
5028,151422+501946,228.593,50.3297,11062,32.6,10,3.0,9619,12518
5030,J1514+2635,228.666,26.5942,9652,40.6,10,5.5,8222,11095
5031,NGC5899,228.764,42.05,2562,53.9,10,5.8,1197,3939
5033,151505+421234,228.771,42.2094,2490,52.8,20,3.5,1126,3867
5034,151505+430902,228.773,43.1506,5372,50.5,20,3.2,3981,6775
5035,2MASXJ15153066+,228.878,2.75114,11425,49.3,10,5.6,9979,12884
5036,2MASXiJ1515483+,228.951,20.0225,10882,24.6,10,16.2,9441,12336
5037,SDSSJ15161+0348,229.031,3.80128,12500,42.8,10,4.1,11135,13877
5039,J1516+0806,229.09,8.10136,9283,44.1,10,4.4,7946,10632
5040,RXSJ15165+2058,229.144,20.9771,12000,40.1,10,3.9,10639,13373
5042,CGCG021-063,229.168,0.250611,15736,37.1,5,6.1,14250,17236
5043,NGC-5908,229.18,55.4093,3306,64.5,10,6.2,1934,4690
5044,3C317,229.185,7.02139,10330,46.8,32,2.6,8894,11779
5045,1516491+6513268,229.205,65.2241,13433,35.5,10,3.0,11968,14911
5046,J151657+085322,229.239,8.88947,10018,35.4,10,3.5,8674,11374
5048,SDSSJ151732.83+,229.387,0.468056,15638,40.2,10,4.0,14153,17137
5049,CGCG049-106,229.465,5.10772,11603,38.9,36,1.8,10169,13079
5050,J151800+133135,229.5,13.5265,7480,54.2,10,5.7,6070,8902
5051,VV705NED01,229.525,42.7458,12087,38.5,7,4.6,10635,13553
5052,151809.2+044310,229.538,4.71947,11543,37.6,8,5.0,10096,13003
5053,1518582+2048556,229.742,20.8154,12568,36.7,10,3.3,11111,14038
5054,151913+032549,229.805,3.43036,14090,45.3,10,3.9,12619,15575
5055,J1519+0800,229.809,8.00417,9653,43.8,10,5.0,8313,11005
5057,MCG+11-19-005,229.841,65.5777,13311,33.7,10,3.6,11847,14788
5058,CGCG319-007,229.89,65.5997,13191,59.3,10,5.6,11728,14667
5059,151945+005245,229.939,0.879278,14989,46.0,10,4.1,13510,16482
5060,IRAS15179+3956,229.946,39.7606,14261,41.3,15,3.5,12788,15747
5061,152019+525356,230.082,52.8991,11142,34.0,37,1.7,9699,12599
5062,152041+490623,230.172,49.1065,11491,32.6,10,2.7,10044,12951
5063,SBS1519+496,230.209,49.5142,4543,30.0,10,2.7,3160,5938
5064,152053+082349,230.222,8.39678,9298,45.3,10,4.0,7872,10737
5065,J1520-0234,230.231,-2.57794,2015,36.7,10,5.5,655,3387
5066,CGCG249-018,230.236,45.72,8118,26.4,10,2.3,6702,9546
5067,UGC9826,230.388,39.2007,8842,78.0,9,9.3,7508,10187
5069,NGC-5921,230.485,5.07056,1480,74.5,5,10.3,1344,4089
5070,MS15198-0633,230.62,-6.74478,24919,33.6,40,1.7,23345,26508
5071,152254+460431,230.729,46.0753,11103,28.9,10,2.6,9660,12559
5072,J152255+145956,230.732,14.9991,7013,54.0,10,5.6,5608,8431
5075,J152324+124256,230.853,12.7151,6189,35.5,10,3.6,4878,7511
5077,J1523+2332,230.97,23.5476,8698,61.3,10,6.8,7277,10132
5079,152412+083241,231.052,8.54475,11126,44.4,10,3.6,9683,12582
5080,CGCG077-117,231.052,8.54475,11120,39.6,36,2.0,9692,12592
5081,SDSSJ15242+045,231.07,4.85539,10800,44.0,10,4.3,9450,12162
5082,2MASXJ15244257+,231.177,29.4506,10192,34.1,10,3.4,8757,11640
5084,152516-014907,231.318,-1.81878,8117,33.3,10,3.0,6701,9545
5085,UGC-9841,231.392,18.2772,4392,57.3,5,7.8,4253,7052
5086,152549+250445,231.453,25.079,9977,38.1,10,3.4,8544,11423
5087,152552+542218,231.469,54.3717,11827,33.9,20,2.1,10377,13290
5088,152606+414014,231.526,41.6707,2489,52.8,15,3.9,2215,4976
5089,NGC5929,231.527,41.6704,2500,48.6,30,2.8,1135,3877
5090,152622.2+092347,231.593,9.39642,9701,39.3,10,4.2,8271,11144
5091,2MASXJ15264508+,231.688,3.62203,15403,38.6,10,4.0,13920,16900
5093,152808+035729,232.036,3.95817,11433,51.8,10,4.4,9987,12893
5094,J1528+4255,232.053,42.9299,5567,36.4,10,3.7,4262,6884
5095,152834-010730,232.143,-1.12506,14989,46.1,10,4.0,13510,16482
5096,152858+224439,232.242,22.7442,9087,38.7,10,3.6,7663,10524
5097,J1529-0109,232.309,-1.15911,8507,35.8,10,3.6,7088,9939
5099,Mrk1098,232.419,30.4858,10710,47.8,28,16.1,9270,12163
5100,J1529+4255,232.437,42.9186,5496,36.0,10,3.6,4191,6812
5101,NGC-5936,232.503,12.9894,4004,61.1,5,8.5,3866,6657
5102,153017+321300,232.572,32.2167,9074,40.6,10,4.0,8788,11671
5103,153047+435636,232.697,43.9434,10580,29.1,10,2.5,9142,12031
5104,NGC5940,232.825,7.45778,10172,36.5,10,3.2,8737,11620
5105,2MASXJ15314126+,232.922,20.325,14864,39.3,10,4.0,13478,16262
5106,3C321,232.931,24.0719,28810,28.6,28,1.4,27198,30437
5107,153157+092634,232.986,9.44275,10057,46.5,10,4.2,8624,11503
5108,SDSSJ15323+233,233.093,23.557,13900,38.9,10,3.8,12523,15290
5109,MRK289,233.132,57.8831,11763,25.8,10,2.3,10314,13226
5110,153308.0+443208,233.283,44.5357,11016,45.4,10,4.4,9574,12471
5112,1533503-2419220,233.46,-24.3228,4451,53.0,10,5.4,3069,5846
5113,153350-241922,233.46,-24.3228,4457,41.9,10,4.0,3075,5852
5114,NGC-5965,233.51,56.6856,3412,49.8,5,6.7,2039,4797
5116,NGC5953,233.634,15.1939,2000,38.5,40,1.8,640,3372
5117,NGC5954,233.646,15.2,1959,51.3,10,4.7,599,3331
5118,NGC5958,233.705,28.6553,2007,34.8,10,3.2,647,3379
5119,F15327+2340,233.738,23.503,5434,35.9,20,2.4,4043,6838
5120,IC4553,233.738,23.5031,5400,29.4,30,1.7,4009,6803
5123,NGC-5957,233.847,12.0472,1827,62.4,5,9.0,1691,4442
5126,2MASXJ15354308+,233.929,44.8131,8887,35.9,10,3.5,7464,10323
5128,UGC9944,233.949,73.4505,7354,54.5,10,5.1,5945,8775
5129,Mrk290,233.968,57.9025,8867,40.4,10,3.7,7444,10302
5130,1533+14,233.969,14.5179,5900,29.7,40,1.4,4505,7308
5134,153620+092039,234.082,9.34414,10019,60.8,20,3.9,8586,11465
5135,NGC-5962,234.132,16.6078,1958,59.6,5,7.8,1821,4575
5137,Mrk486,234.16,54.5591,11672,31.0,30,1.8,10224,13134
5138,153642+090131,234.176,9.02525,9989,63.8,20,4.3,8556,11435
5140,153747+030209,234.45,3.03606,11646,52.9,10,4.4,10198,13108
5141,NGC-5970,234.625,12.1866,1963,62.0,5,8.0,1826,4581
5143,CGCG022-021,234.686,-3.38003,7137,41.5,10,5.2,5730,8556
5144,NGC5972,234.726,17.0262,8916,41.1,10,4.3,7493,10352
5145,J1538+1701,234.726,17.0262,8892,40.8,10,5.4,7469,10328
5146,ARK481,234.772,5.57125,7781,47.3,15,3.8,6369,9206
5148,2MASXJ15391460+,234.811,56.6708,13872,35.4,9,3.9,12403,15354
5149,153917+242718,234.819,24.4551,10315,38.8,10,3.5,8879,11764
5152,J1539+0452,234.832,4.86872,11805,36.1,24,2.4,10446,13176
5153,153926+245637,234.859,24.9435,6840,51.1,40,2.2,5436,8257
5154,153928+465859,234.869,46.9832,11379,28.3,10,2.5,9933,12838
5155,NGC-5985,234.905,59.332,2520,51.5,5,6.7,1155,3897
5156,NGC-5987,234.989,58.0796,3010,51.3,5,6.7,1641,4391
5157,J1539+2128,234.991,21.4706,4391,41.0,10,4.1,3009,5785
5158,UGC09962,235.014,13.9775,3267,47.8,32,2.6,2939,5713
5159,IC-1132,235.028,20.6806,4528,66.4,5,8.6,3145,5923
5162,154051+282028,235.215,28.3411,9862,35.3,10,3.4,8430,11307
5163,CGCG136-054,235.317,22.0194,10838,27.0,10,15.3,9397,12292
5164,2MASXJ15412180-,235.341,-1.03389,16544,39.1,10,4.0,15050,18052
5165,154121+453202,235.342,45.5339,10786,28.9,10,2.7,9346,12239
5166,154138+250641,235.407,25.1114,10107,39.3,10,3.5,8673,11554
5167,J154147+063652,235.447,6.61456,10074,40.4,10,4.1,8640,11520
5168,154221-224014,235.591,-22.6706,7036,53.1,10,5.1,5630,8454
5169,SDSSJ15425+5242,235.633,52.7114,14300,73.9,10,7.3,12919,15694
5171,SDSSJ15426+2252,235.674,22.8815,10500,41.4,10,3.9,9152,11860
5173,154304+511249,235.767,51.2136,10844,41.6,10,3.8,9403,12298
5175,J1543+0119,235.794,1.32886,11929,34.3,10,3.5,10478,13393
5176,UGC9994,235.947,33.3058,9505,36.3,40,1.6,10657,13575
5177,154357+283126,235.989,28.524,9687,35.6,10,3.2,8257,11130
5178,CGCG166-047,235.989,28.5241,9646,45.9,36,2.2,9305,12198
5179,154358+445818,235.994,44.9717,11025,28.5,10,2.4,9583,12481
5181,NGC5992,236.09,41.0864,9518,26.9,10,2.4,8090,10959
5182,154423+260334,236.094,26.0596,11173,38.7,10,3.5,9729,12630
5183,RXSJ15451+1709,236.281,17.1642,14400,41.5,10,4.1,13018,15794
5185,J1545+2706,236.496,27.1082,9429,59.5,10,6.6,8001,10870
5187,1546199-0440291,236.583,-4.67475,9348,41.0,10,4.0,7921,10788
5188,2MASXJ15462404+,236.6,43.2878,10259,34.2,10,3.4,8824,11707
5189,1546242+6929102,236.601,69.4862,11210,35.3,10,3.3,9766,12667
5192,154639+032937,236.665,3.49358,12291,45.1,10,3.8,10837,13759
5193,154642+432220,236.678,43.3725,10900,32.0,10,2.9,9459,12354
5194,NGC5996,236.745,17.8842,3297,47.9,10,4.5,1925,4681
5195,154721.0+104704,236.837,10.7846,10098,39.1,10,4.2,8664,11545
5196,SP55,236.934,41.4022,9833,46.3,20,3.4,8402,11277
5197,1547468+1150146,236.945,11.8374,10628,36.7,10,11.5,9189,12080
5198,154750-113425,236.96,-11.5736,11242,35.6,10,3.1,9798,12700
5199,154758+090932,236.994,9.15919,11679,51.9,10,4.4,10231,13141
5200,SDSSJ15482+4500,237.062,45.0077,11100,39.1,10,4.0,9747,12465
5202,NGC5995,237.104,-13.7578,7553,44.0,10,4.6,6143,8976
5203,154832+083516,237.136,8.58794,4270,33.0,10,3.1,2889,5663
5204,154835+424146,237.147,42.6963,10551,31.8,10,2.9,9113,12002
5205,IRAS15462-0450,237.237,-4.99275,29917,34.0,20,2.7,28294,31555
5206,CGCG166-059,237.24,28.7399,9799,51.5,36,2.6,9458,12354
5207,J1549+1223,237.446,12.3993,4413,53.7,10,5.7,3031,5807
5209,CGCG1548.4+4227,237.52,42.3086,6139,40.8,10,3.9,4741,7549
5210,155007+300305,237.531,30.0514,9579,39.6,10,3.4,9292,12185
5211,NGC-6004,237.595,18.9391,3826,67.1,5,9.8,2449,5215
5212,155036+512352,237.652,51.398,14989,32.9,10,2.9,13510,16482
5213,J1550+1530,237.662,15.5146,12443,39.2,9,4.5,10987,13912
5214,1548-0344,237.673,-3.88828,9084,53.0,28,3.0,7659,10522
5215,155108+525725,237.786,52.9571,14390,32.9,10,2.9,12916,15877
5217,155228.8+100642,238.12,10.1117,12266,34.2,10,3.4,10812,13733
5218,155243-165341,238.183,-16.8947,7350,39.0,10,3.7,5941,8771
5219,NGC-6013,238.22,40.6467,4492,58.1,10,5.2,3109,5887
5220,NGC-6008,238.233,21.1005,4869,65.9,5,9.1,3483,6267
5221,155329+525132,238.372,52.8589,14090,32.8,10,3.2,12619,15575
5222,2MASXJ15534030+,238.418,43.7347,12142,33.2,10,3.3,10689,13608
5224,155404+545708,238.518,54.9523,13790,33.0,10,3.1,12322,15272
5225,155410+190622,238.541,19.1063,10885,40.2,10,3.8,9444,12339
5226,CG1329,238.573,32.6438,14500,41.2,10,4.0,13117,15895
5228,MRK1496,238.672,16.6173,2217,44.5,10,4.1,855,3591
5229,155457+394109,238.738,39.6861,9708,31.8,10,2.8,8278,11151
5230,MRK291,238.783,19.1925,10552,35.8,10,3.1,9114,12003
5231,NGC-6068,238.858,78.9968,3975,71.6,5,10.0,2597,5365
5237,MARK863,239.108,9.05519,12700,45.2,8,4.7,11333,14079
5238,MRK1101,239.152,41.8808,10402,25.9,10,2.3,8965,11852
5239,KAZ49,239.264,63.8411,9000,46.3,10,4.8,7665,10347
5240,MRK1102,239.294,41.5436,10329,43.1,10,4.2,8893,11778
5241,155730-050928,239.375,-5.15767,9431,34.9,10,3.3,8003,10872
5242,SDSSJ15575+0830,239.388,8.51197,13970,39.2,10,3.6,12592,15360
5245,MRK492,239.682,26.8181,4267,35.2,10,3.0,2887,5660
5246,155847+415617,239.698,41.9381,11600,31.2,10,2.7,10152,13061
5247,SDSSJ15589+0248,239.732,2.80947,13900,40.4,10,4.3,12523,15290
5248,155859+483147,239.747,48.5298,6042,49.0,10,4.4,4645,7451
5250,MRK493,239.79,35.0297,9392,28.2,10,2.6,7965,10832
5251,2MASXiJ1559189+,239.83,65.2327,8975,26.9,24,1.6,8634,11514
5252,SDSSJ15594+5212,239.859,52.2099,12700,56.9,9,6.3,11333,14079
5254,160000+273721,240.003,27.6226,9637,54.3,10,4.9,8207,11080
5256,160010+273618,240.044,27.6051,9895,35.7,10,3.1,8463,11340
5257,CGCG250-034,240.046,46.7842,6081,28.5,10,2.7,4684,7491
5258,CGCG108-038,240.074,15.7566,4996,43.0,34,2.6,3609,6396
5261,UGC-10127,240.1,20.8491,4823,65.6,5,8.8,3437,6221
5264,NGC-6028,240.371,19.3599,4475,75.1,5,11.1,3093,5870
5265,160151+161411,240.464,16.2364,10586,42.2,10,3.7,9148,12037
5267,SDSSJ16018+0248,240.465,2.80281,9900,46.2,10,4.3,8557,11255
5268,SDSSJ16020+5233,240.523,52.5548,11400,76.2,9,7.5,10044,12768
5270,160226+064651,240.609,6.781,7264,47.7,10,4.4,5856,8684
5271,3C327,240.614,1.96556,31418,32.6,40,1.5,29781,33071
5274,160237+411736,240.658,41.2934,10450,41.9,10,3.7,9013,11900
5275,UGC10155,240.756,39.6456,9264,25.5,10,2.3,7838,10703
5276,1603467-2244090,240.945,-22.7358,7337,50.5,10,4.8,5928,8758
5277,160417-070826,241.072,-7.14064,11128,35.5,10,3.2,9685,12584
5279,160436+233948,241.153,23.6631,9306,37.2,10,3.4,7879,10745
5280,160442+163040,241.175,16.5114,10868,44.5,10,3.7,9427,12322
5281,J1604+2157,241.193,21.9572,12020,38.2,10,3.8,10568,13485
5283,SDSSJ16050+4526,241.272,45.443,13100,40.2,9,4.5,11730,14483
5284,NGC-6052,241.304,20.5422,4716,70.0,5,10.1,3331,6113
5285,1605145+1748031,241.31,17.8008,9284,32.7,10,3.0,7858,10723
5286,1605206+1444208,241.336,14.7391,12517,31.9,5,4.1,11061,13987
5287,160523+174526,241.347,17.7572,9579,37.2,10,3.6,8150,11021
5288,IC-1174,241.362,15.0253,4688,57.9,5,7.4,4549,7353
5289,1605272+1749518,241.363,17.831,10268,31.1,10,3.0,8833,11716
5293,1605323+1956053,241.385,19.9348,10486,35.4,10,3.2,9049,11936
5295,160534+323940,241.394,32.6614,8880,39.0,10,3.4,8594,11474
5296,IC1182,241.403,17.8021,10240,37.0,10,3.9,8805,11688
5297,Mrk298,241.403,17.8022,10240,48.2,48,2.1,8805,11688
5298,160543+271217,241.432,27.2049,9176,38.6,10,3.6,8890,11775
5299,NGC-6060,241.467,21.4849,4439,66.4,5,9.0,3057,5833
5300,SDSSJ16059+4403,241.492,44.0554,13300,39.1,10,4.2,11928,14685
5301,IC1191,241.62,18.2679,11632,44.2,36,2.2,10202,13112
5303,160639+174700,241.661,17.7834,11025,49.6,10,4.4,9583,12481
5304,160640+300556,241.667,30.0991,6559,40.5,10,3.5,6278,9114
5305,160643+153535,241.677,15.5931,11635,42.6,10,3.6,10187,13096
5306,SDSSJ16069+3719,241.733,37.3216,12300,41.4,10,5.8,10937,13676
5307,160703+010629,241.766,1.10819,8170,32.5,15,2.5,6754,9599
5309,J160707+220338,241.779,22.0606,4328,40.4,10,4.2,2947,5721
5310,cgcg079-049,241.842,10.3659,4878,38.9,20,2.6,3492,6276
5312,160745+292012,241.941,29.3367,7240,37.0,10,3.3,5832,8660
5313,IC-1196,241.993,10.7796,4885,88.1,5,13.2,3499,6284
5314,160824+482055,242.101,48.3487,13190,33.2,10,2.9,11727,14666
5315,MARK871,242.152,12.331,10090,46.1,9,5.0,8746,11446
5318,UGC10244,242.481,43.1292,9752,45.2,10,5.1,8321,11196
5319,161037+293048,242.654,29.5132,9050,35.6,10,3.3,7626,10487
5320,SBS1609+490,242.716,48.9108,13509,35.2,10,3.3,12043,14988
5321,161052+223732,242.718,22.6256,10091,36.5,10,3.3,8657,11538
5322,SBS1610+589,242.853,58.8503,9600,48.1,9,5.0,8260,10952
5323,UGC10279NED01,242.936,60.5839,4421,37.1,10,3.8,3039,5815
5324,SDSSJ16119+5211,242.985,52.188,12300,51.1,10,5.3,10936,13676
5325,GIN549,243.07,29.5731,16237,60.1,13,5.2,14746,17742
5326,161237+392508,243.155,39.419,9655,41.1,10,3.5,8225,11098
5327,161246+275914,243.196,27.9873,9899,35.5,10,3.3,8467,11344
5328,1612512-0521173,243.213,-5.35481,9256,42.1,10,4.0,7830,10695
5329,SDSSJ161328.05+,243.367,50.3772,17943,51.4,10,5.5,16436,19464
5330,2MASXJ16133344+,243.389,48.1841,17605,49.0,10,5.1,16101,19123
5331,2MASXJ16134780+,243.449,29.1531,9161,34.9,10,3.6,7736,10599
5332,161347.8+290911,243.449,29.1532,9162,38.2,10,4.1,7737,10600
5333,161350+350849,243.461,35.1469,8834,39.8,10,3.6,7412,10269
5334,J1614+1416,243.514,14.2822,9083,37.9,10,3.9,7659,10520
5335,2MASXJ16140997+,243.542,48.9379,17032,50.7,10,5.3,15533,18545
5336,2MFGC13049,243.552,50.9992,18002,50.4,9,5.5,16494,19524
5337,161459.5+502028,243.748,50.3412,12368,43.1,10,4.3,10913,13836
5338,161534+274120,243.894,27.6888,10133,35.4,10,3.1,8699,11580
5339,161605-224700,244.023,-22.7833,7818,43.6,10,4.3,6405,9244
5340,KUG1614+425NED0,244.046,42.3997,6931,27.8,10,2.7,5526,8348
5341,161624+515659,244.103,51.9497,10192,34.1,10,3.1,8757,11640
5342,NGC6104,244.128,35.7082,8429,69.7,10,7.6,7011,9860
5343,161638+333603,244.162,33.6008,9970,38.9,10,3.5,8537,11416
5345,IRAS16160+4612,244.378,46.0917,5798,38.7,5,5.4,4404,7205
5346,SBS1616+503,244.396,50.2446,12500,35.0,8,4.7,11135,13878
5347,B2_1615+32,244.427,32.3762,45600,29.9,32,1.4,43820,47398
5348,2E1615+0611,244.44,6.06489,11400,47.3,5,6.7,10044,12768
5349,161752+060418,244.469,6.07169,11315,45.5,10,4.1,9870,12773
5350,J1617+2256,244.487,22.9456,4516,36.9,10,3.7,3133,5911
5352,161807+210359,244.531,21.0663,9500,44.3,20,3.0,8072,10941
5353,RXSJ16181+3619,244.539,36.3327,10200,41.7,10,4.0,8855,11557
5354,CGCG1616.4+2205,244.66,21.9731,4820,32.8,10,3.0,8149,11020
5355,Zw137.078,244.687,25.6522,14400,39.2,10,4.1,13018,15794
5356,161928+361739,244.867,36.2943,8676,34.9,10,3.3,7255,10110
5357,KUG1618+410,244.964,40.9798,11400,43.4,10,4.3,10044,12768
5358,KUG1618+402,245.053,40.1517,8600,45.2,9,4.8,7269,9943
5359,162034+211209,245.143,21.2025,9795,46.7,20,2.7,8364,11239
5360,IRAS16184+0651,245.238,6.74614,17988,44.6,48,1.8,16498,19528
5361,162123+322056,245.346,32.349,10399,38.6,10,3.2,8962,11849
5362,KUG1619+353B,245.409,35.2714,15359,58.6,15,4.9,13876,16856
5363,NGC-6143,245.426,55.0861,1595,38.0,5,5.3,239,2963
5364,SBS1620+545,245.438,54.4565,15469,52.8,10,5.5,13985,16967
5365,2MASXJ16223270+,245.636,39.9473,18938,57.4,15,4.8,17421,20469
5366,NGC-6132,245.912,11.7863,4961,45.6,10,4.4,3574,6360
5367,J1623+5058,245.913,50.9696,5969,35.5,10,3.6,4660,7289
5368,MRK0699,245.941,41.0824,10243,65.2,10,7.1,8808,11691
5369,SDSSJ16240-0054,246.015,-0.902861,13899,50.9,5,45.1,12522,15289
5370,EXO1622.0+2611,246.039,26.0753,11800,43.0,10,3.9,10441,13171
5375,162630+354018,246.626,35.6718,9953,34.2,10,3.1,8521,11398
5376,KUG1624+351,246.652,35.0451,10252,67.1,10,6.8,8817,11700
5377,162656+352800,246.737,35.4666,9382,33.9,10,3.1,7955,10822
5379,162751+360920,246.964,36.1556,9547,33.4,10,3.0,8118,10989
5380,162821+405424,247.09,40.9068,10106,38.6,10,3.4,8672,11553
5381,3C338,247.16,39.5517,9100,35.1,20,2.2,7675,10538
5382,1628574+5155454,247.239,51.9293,8998,36.9,10,3.3,7574,10435
5383,162901+191730,247.255,19.2917,10538,48.5,20,3.1,9100,11989
5384,MARK885,247.451,67.3783,7500,42.9,10,4.5,6178,8834
5385,Mrk883,247.47,24.4439,11241,45.6,28,2.4,9796,12699
5386,VV807,247.47,24.444,11241,35.1,5,5.2,9797,12699
5387,SDSSJ16301-0011,247.531,-0.193444,14000,40.3,10,4.0,12622,15391
5388,163020+223439,247.586,22.5776,10870,34.5,10,3.0,9429,12324
5389,IRAS16288+3929,247.636,39.3841,9184,51.1,36,2.5,8846,11730
5390,163032+392303,247.636,39.3842,9127,33.2,10,3.0,7702,10565
5392,163040+302920,247.671,30.4888,11031,38.1,10,3.3,9589,12487
5394,163057+164957,247.736,16.8326,10233,45.8,20,2.9,8798,11681
5395,CGCG138-031,247.777,23.8331,11123,28.0,10,2.6,9680,12579
5396,163137+412937,247.908,41.4936,9092,33.0,10,2.9,7667,10529
5397,SDSSJ16319+2437,247.998,24.6279,13000,39.5,10,3.8,11630,14382
5398,NGC-6181,248.087,19.8266,2375,45.5,10,4.0,1011,3751
5399,NGC6251,248.133,82.5379,7459,60.2,36,3.5,6049,8881
5400,1632+825,248.136,82.5379,7500,30.4,44,1.6,6090,8923
5401,NGC6217,248.163,78.198,1362,44.6,10,3.8,8,2728
5402,163244-295702,248.185,-29.9506,6091,50.5,10,5.3,4694,7501
5404,IRAS16319+4725,248.348,47.3167,34866,51.1,40,2.6,33214,36575
5405,J163346+495008,248.443,49.8356,0,45.5,5,5.4,2722,10320
5407,163400+361126,248.503,36.1907,9775,32.8,10,2.9,8344,11219
5408,163442+422206,248.676,42.3685,9593,34.0,10,3.0,8164,11035
5409,SDSSJ16348+2312,248.724,23.2118,11570,40.4,10,4.0,10213,12939
5410,1635248-0532327,248.853,-5.5425,5488,44.4,10,4.0,4096,6892
5411,163538+385821,248.909,38.9728,8990,40.1,10,3.6,7566,10427
5412,J163606+443609,249.028,44.6027,9118,58.1,4,10.9,7693,10556
5415,163654+362524,249.226,36.4234,9316,40.9,10,3.8,7889,10756
